h_fem,relerr_fem_vs_u_eps_ref,h_hmm,relerr_hmm_vs_u_eps_ref
0.3535533905932738,0.19510935006921099,0.3535533905932738,0.11081687035286389
0.1767766952966369,0.16692454384834385,0.1767766952966369,0.02308066399146752
0.08838834764831845,0.16171758196298722,0.08838834764831845,0.011289271732832487
0.04419417382415922,0.11444649600512263,0.04419417382415922,0.0362214127988957
0.02209708691207961,0.04874347170875456,0.02209708691207961,0.04161252635781226
0.011048543456039806,0.015554969222976424,,,
0.005524271728019903,0.0038357332670055045,,,
